Question,Answer
How do I change the tax rate for an existing entry I have made in Busy?,"To change the tax rate for an existing entry, follow these steps:
Step 1: Go to Administration and click on the Masters tab.
Step 2: Click on Item and choose item name from modify or List option.
Step 3: Now change tax rate in the item master.
Step 4: Open the existing voucher and re enter the item in voucher and calculate tax again."
How do I change the tax rate or HSN code for a purchase entry in Busy after invoice upload?,"If you want to change the tax rate or hsn code in the purchase voucher then follow the below steps.
 Step 1: Click on Transactions and then Purchase
 Step 2: Then select modify and open the voucher in which you want to make changes the tax rate and hsn code.
 Step 3: open the required item master from alt + m shortcut key then change the tax rate and hsn code.
 Step 4: Then remove from F9 that items and enter it again in the voucher and save it."
How do I change the voucher amount for a bill generated earlier?,"To change the voucher amount of an invoice generated in Busy, you need to follow these steps:
Step 1: Go to Transaction menu and select the voucher type such as Sales, Purchase, etc.
Step 2: Click on Modify and open the voucher which amount you want to change.
Step 3: After open the voucher make the necessary changes related to amount save changes.
Note: Take backup of your data before making any changes."
,"To check for ungenerated credit notes in Busy, you can go to
Step 1 : Click on transactions
Step 2 : The Credit Note List"" report ."
How do I check that my BUSY is correctly configured to send emails to my account?,"If you want to check that your BUSY is correctly configured then please
 follow the given steps
 
 Step 1: Go to the administration menu
 Step 2: Then configuration 
 Step 3: Then Email configuration
 Step 4: Enter the all required Field and then Click on the test account setting button
 Step 5: If it is showing sent succesfully then you are supposed to be able to send the mail
 from BUSY"
How do I check the print preview to ensure discount and MRP is reflecting accurately?,"To check print preview in order to ensure about discount and MRP is reflecting accurately, follow these steps:
Step 1: Go to transaction then select the required voucher, open it in modify.
Step 2: Now, Press ALT+P at voucher then select sales invoice. Choose the relevant format, specify the number of copy then click on preview."
How do I configure a custom domain email ID's SMTP settings in BUSY?,"To configure a custom domain email id smtp settings in Busy, you need to follow these steps:
Step 1: Go to administration menu then select configuration sub menu.
Step 2: Select email configuration and here tick on send directly option.
Step 3: You need to specify SMTP server after checking from your email settings then enter the email id and password.
Step 4: Click on test account settings to send test mail then save."
How do I configure and use the tax settings in Busy for accurate taxation?,"To configure and use the tax settings in Busy for accurate taxation, you can follow these steps:
Step 1: Go to the Tax Category Master in Busy.
Step 2: Modify or create new tax categories as per your requirements.
Step 3: Set the tax rates for each category.
Step  4. Assign the appropriate tax category to each item or service in your inventory.
Step  5. Configure the tax calculation method, such as inclusive or exclusive tax.
 Step 6. Set up tax components like CGST, SGST, IGST, and Cess.
 Step 7. Ensure that the tax settings are correctly applied to your sales and purchase vouchers.
Step  8. Generate reports to verify the accuracy of your tax calculations.
Step  9. Regularly update and review your tax settings to stay compliant with tax regulations. By following these steps, you can configure and use the tax settings in BUSY for accurate taxation."
How do I configure automatic date picking in Busy?,"To configure automatic date picking in busy follow below steps:

Step 1: Go to administration menu and select configuration from it.
Step 2: Then from configuration menu select feature and options.
Step 3: Then select voucher series configuration option then select relevant voucher type and series.
Step 4: After selecting series click on voucher configuration option.
Step 5: Then set default date in voucher as system date option.
Step 6: Then click on save button to save configuration."
How do I configure automatic email generation in Busy?,"In Busy option for email configration which helps to sent email directly from busy please follow below mention steps:-
Step 1:- Administration Tab,
Step 2:- Configration,
Step 3:- Email Configration, Mention the required details SMTP server code you can search from google mail id, password, etc.
For ask for emial after saving voucher enable option from voucher series configration"
How do I configure Busy to email invoices directly when printing?,"To configure BUSY to email invoices directly when printing, you typically need to set up email preferences within the software. Here are the general steps to do this:
 Step 1: To print an invoice from BUSY, you need to open the invoice and click on the Print button or press ALT+P. Then, you need to select your format and printer driver and click on print.
 Step 2: To email an invoice from BUSY, you need to open the invoice and click on the Email button or press ALT+M. Then, you need to select your format and enter the email id of the recipient and click on send."
How do I configure Busy to enter party's shipping address?,"To enter shipping address of party while generating invoice in Busy, you need to enable Billing Shipping feature by using these steps:
Step 1: Go to Administration menu and click on Configuration. 
Step 2: Select Voucher Series Configuration and choose voucher type such as Sales, Sales Return, etc.
Step 3: Select your series and click on Voucher Configuration.
Step 4: Here, you can enable option called Seperate Billing / Shipping Details and save."
How do I configure BUSY to send GST reports to my Chartered Accountant automatically?,"You can send report to your CA from Busy through Email or Whatsapp. To configure them you need to follow these steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Choose Email Configuration and fill in the required details, such as SMTP Server, Username & Password, etc.
Step 3: Click on Test Account Settings to verify that you can send a test mail successfully.
Step 4: Once you have configured your email settings, you can send reports via email from Busy.

To integrate whatsapp with BUSY, you need to follow these steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Choose SMS API Configuration and create a new format.
Step 3: Type the whatsapp API as whatsapp://send?phone=phoneno&text=message and fill phoneno in Mobile field and message in the Message field.
Step 4: Save the configurations.
Step 5: Install and login to the desktop version of whatsapp on your system before sending."
How do I configure Busy to sync or export data to other applications like Excel or email?,"If you want to configure busy to sync or export data to other application like excel or email then
 please follow the given steps
 
 Step 1: For export in excel no need to configure in busy it is in built feature but excel must be 
 installed in your system.
 Step 2: For email you have to configure it by follow below given steps
 Step 3: Go to the administration
 Step 4: Then configuration
 Step 5: Then Email configuration
 Step 6: After configuration done succesfully you will be able to email also."
How do I configure different types of taxes within Busy?,"Tax we can apply at Item Level and Voucher Level.
Follow Below Steps for Item Level : 
Step 1: Click On Administration
Step 2: Masters
Step 3: Item
Step 4: Modify
Step 5: Select Tax Category in item master
Step 6: Now while transaction select sales/Purchase type as item wise.
Step 7: Now tax will automatically calculate on the basis of tax category define in Item master."
,"If showing rights error while sending email from a user, then follow these steps to give rights:
Step 1: First login your company from admin user.
Step 2: Go to administration menu then select users option.
Step 3: Click on modify and select that user then set Y on allow email of reporting option and save."
How do i configure email in Busy?,"To configure email for a user in Busy, you need to follow these steps:
Step 1: Open your company with that user and go to Administration.
Step 2: Select Configuration then click on Email Configuration.
Step 3: Here you need to mention SMTP Server, username, password, for gmail is you need to generate app password from your google account.
You can also watch a video tutorial by click on the play button."
How do I configure email settings in Busy to send invoices or other documents?,"To configure email settings in BUSY for sending invoices and documents, you need to follow these steps:
 Step 1: Go to Administration and click on Configuration.
 Step 2: Choose Email Configuration and fill in the required details, such as SMTP Server, Username & Password, etc.
 Step 3: Click on Test Account Settings to verify that you can send a test mail successfully.
 Step 4: Once you have configured your email settings, you can send invoices and documents via email from BUSY."
How do I configure email settings in BUSY? What are the steps?,"Please follow below mention steps for email configration:-
 Step 1:- Administration Tab
 Step 2:- Configration
 Step 3:- Email Configration, check SMTP server details and id and generate password for Busy app from google settings then securities set generate password and enter in Busy. SMTP server is different for different domains like for Gmail its SMTP.GMAIL.COM"
How do I configure email settings in BUSY?,"Please follow the below steps to configure E mail in BUSY :
 Step 1: Go to administration and then click on Configuration 
 Step 2: Then click on E mail configuration option
 Step 3: Choose the email sending option.
 1. Send Through Microsoft Outlook
 Step 1: Select Send through Microsoft outlook option if you want to send mails through the settings defined in Microsoft Outlook.
 Step 2: Save the configuration
 2. Send Through Outlook Express
 Step 1:Select Send through Outlook Express option if you want to send mails through the settings defined in Outlook Express.
 Step 2: Save the configuration
 3. Send Directly
 Step 1: Select Send Directly option if you want to send mails directly through the Server Configurations specified in the Email Configuration option itself. 
 Step 2: Select the Report type to be send through mail
 Step 3: Mention the SMTP server in server configuration
 Step 4: Then mention the mail id in user name field
 Step 5: Then create the Password for BUSY from mail and mention in password field
 Step 6: Define the sender information with From and reply to mail id
 Step 7: Click on test account setting to check the outgoing server information is correct or not.
 Step 8 : Save the configuration
 
 SMTP server 
 Emails Port 
 Gmail : Smtp.gmail.com 465/587
 Outlook : Smtp.live.com 587
 Yahoo : Smtp.mail.yahoo.com 465
 Hotmail : smtp.office365.com 587
 Zoho Mail : smtp.zoho.com 465
 Rediffmail : smtp.rediffmail.com 25"
How do I configure invoice and voucher numbering as per GST law in BUSY?How do I track invoice delivery status in BUSY for e-way bill generation?,Busy does not have any option to track status of E way bill.
,"To configure multiple address of parties, you need to follow these steps:
Step 1: Go to administration menu then select configuration sub menu.
Step 2: Select features and options and click on accounts tab.
Step 3: Here, tick on maintain multiple account aliases option then also tick on specify different address details with multiple aliases and save.
Step 4: Now, in party's master click on multiple alias and can enter alias with their name and address details then save."
How do I configure multiple voucher series in Busy?,"Step 1: Go to administration and then click on configuration.
Step 2: After click on configuration click on the voucher series configuration and select voucher type.
Step 3: Now click on Add New and create series."
,"If you want to pick previously entered ship to address by mobile number, follow these steps:
Step 1: Go to Administration menu and select configuration sub menu.
Step 2: Select Voucher Series Configuration and the choose the voucher type such as Sales, Purchase, etc.
Step 3: Select the voucher series and click on voucher configuration.
Step 4: Here, in the separate billing shipping option select mobile number option in specify key field then save.
Step 5: Now, when you add new voucher then in billing shipping window enter the mobile number and address will pick automatically."
How do I configure SMS and email notifications in BUSY?,"To configure the emal configuration and sms configuration in the busy software, then pls follow the below steps :
 
 For Email Configuration :
 Step 1: Administration
 Step 2: Configurations
 Step 3: Email Configuration
 Step 4: Select Send Directly option.
 Step 5: Select Attachment as per your requirement
 Step 6: Mention the Server Configuration : Smtp Server Name for your email like Gmail, yahoo,rediffmail etc. then Username & Password for the id.
 Step 7: Mention the Sender Details : From option - Your Name & Reply To - Your Email ID.
 
 Note : Generate the Email ID password for BUSY from Security Setting of Gmail and Yahoo ID.
 
 For SMS Configuration : It is a charegeable service.The customer need to purchase the SMS API from API vendors for sending SMS from BUSY.
 
 Pls Follow the Below Steps:
 Step 1: Click on Administration
 Step 2: Then Configuration
 Step 3: Then SMS Configuration
 Step 4: Create the format by sms name
 Step 5: Mention the SMS API which you have purchase from API Vendor
 Step 6: Mention the sms parameter as per our document or can configure from the channel partner.
 Step 7: Go to the transaction and open the voucher for sending the sms then click on sms option,Select the sms format and send it to the customers."
How do I configure SMS and email notifications when saving a voucher?,"To configure SMS and email notifications when saving a voucher, follow these steps:
Step 1: Go to Administration and click on configuration.
Step 2: Select Voucher Series Configuration and the choose the voucher type such as sales, et cetra.
Step 3: Select the voucher series and click on voucher configuration.
Step 4: Here, set Y on send email after saving and send SMS after saving options then save."
How do I configure type of dealer under composition scheme in Busy?.,"To configure the type of dealer under composition scheme, follow the below steps:
 Step 1: Go to the Administration menu and click on Configuration.
 Step 2: Select Feature Option and then choose GST VAT.
 Step 3: select composition in type of dealer then save the configuration."
,"To configure the voucher image folder after enabling the feature, follow these steps:
Step 1: Go to Administration and click on configuration.
Step 2: Select Voucher Series Configuration and the choose the voucher type such as sales, et cetra.
Step 3: Select the voucher series and click on voucher configuration.
Step 4: Here, on right side can specify the voucher image folder in which the images are stored the save."
How do I configure the accounting software to send automated emails to clients?,"For sending automatic email after saving invoice please follow below mention steps:-
 Step 1:- Administration Tab
 Step 2:- Voucher series configration 
 Step 3:- Sales, select series of voucher and then click on right side voucher series configration option 
 Step 4:- enable option Send email after saving.
 After enable option when save bill ask for send email option"
How do I configure the cursor to stop or skip certain fields in POS billing?,"If you want to configure the cursor to skip certain fields in POS billing, follow these steps:
Step 1: Go to Administration and click on configuration.
Step 2: Select Voucher Series Configuration and the choose the voucher type such as sales, et cetra.
Step 3: Select the voucher series and click on voucher configuration.
Step 4: Here, click on configure advanced POS options then configure field type as variable or semi variable. If you want to stop cursor the choose variable otherwise semi variable."
How do I configure the email settings in Busy?How to add multiple email ids for sending bills?,"To configure Email in Busy for sending bill and other documents, you need to follow these steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Choose Email Configuration and selec Send Directly.
Step 3: If you use Gmail, type smtp.gmail.com as the SMTP server and your Gmail id as the username.
Step 4: Generate an App password by right-clicking on the Gmail id Logo and clicking on Manage your Google Account.
Step 5: Click on Security then Two-step verification then App password and enter Busy as the app name and generate.
Step 6: Copy and paste the password in Busy and fill in other details like From, Reply to, etc.
Step 7: Click on Test Account Settings to make sure you can send a test mail successfully.
Step 8: Now you can email bill and reports from Busy.
You can send bills on multiple email id by using the semi colon (;) ."
How do I configure the email settings in the software to send invoices/bills from it?,"To send E mail from Busy, You can follow the steps: 
 Step 1: Go to administration and then click on Configuration 
 Step 2: Then click on E mail configuration option 
 Step 3: Choose the email sending option. 
 1. Send Through Microsoft Outlook 
 Step 1: Select Send through Microsoft outlook option if you want to send mails through the settings defined in Microsoft Outlook. 
 Step 2: Save the configuration 
 2. Send Through Outlook Express 
 Step 1:Select Send through Outlook Express option if you want to send mails through the settings defined in Outlook Express. 
 Step 2: Save the configuration 
 3. Send Directly 
 Step 1: Select Send Directly option if you want to send mails directly through the Server Configurations specified in the Email Configuration option itself. 
 Step 2: Select the Report type to be send through mail 
 Step 3: Mention the SMTP server in server configuration 
 Step 4: Then mention the mail id in user name field 
 Step 5: Then create the Password for BUSY from mail and mention in password field 
 Step 6: Define the sender information with From and reply to mail id 
 Step 7: Click on test account setting to check the outgoing server information is correct or not. 
 Step 8 : Save the configuration 
 
 SMTP server 
 Emails Port 
 Gmail : Smtp.gmail.com 465/587 
 Outlook : Smtp.live.com 587 
 Yahoo : Smtp.mail.yahoo.com 465 
 Hotmail : smtp.office365.com 587 
 Zoho Mail : smtp.zoho.com 465 
 Rediffmail : smtp.rediffmail.com 25"
How do I configure the software to show the notes section after narration when creating vouchers?,"Unfortunately, there is no option to configure the software to show the notes section after narration when creating vouchers in but you can enter note in voucher by click on Vch notes option in voucher and for maintain notes you can follow some steps.
Step 1: Go to the administration and click on Configuration 
Step 2: Now click on Feature and Options and then click on Inventory.
Step 3: Now Enable Maintain Image Notes with Master Voucher and then click on Configuration and or can search then tick option for maintain Notes of Inventory voucher and save the configuration.
Step 4: Now select your voucher for entry and click on Voucher Details option and then click on Voucher  notes and enter notes in window."
How do I configure the voucher series for credit notes?,"If you want to configure Voucher numbering for debit notes, follow these steps:
Step 1: Go to Administration and click on configuration.
Step 2: Select Voucher Series Configuration and choose the debit note.
Step 3: Select the voucher series and click on voucher numbering.
Step 4: Choose the Numbering Type as either Automatic or Manual. 
Step 5: After selecting Automatic set the prefix, suffix, and Starting No. as per your needs and click on OK to save the settings."
How do I configure voucher numbering to be yearly or renumbered in Busy?,"To configure voucher numbering as the voucher number renumber yearly, follow these steps:
Step 1: Go to Administration and click on configuration.
Step 2: Choose the Voucher Series Configuration option and select the voucher type of that you want to enable voucher numbering for, such as sale, purchase, etc. 
Step 3: Then, select the voucher series and click on Voucher Numbering.
Step 4: After selecting the numbering the automatic select the renumbering frequency as yearly.
Step 5: Configure the other components then save."
How do i configure yahoo mail in Busy?,"To configure yahoo mail in Busy, you need to follow these steps:
Step 1: Go to Administration then click on Configuration.
Step 2: Select Email Configuration and click on Send Directly.
Step 3: Mention SMTP server as smtp.mail.yahoo.com and then enter yahoo id and app password.
Step 4: You have to generate app password from your yahoo account and mention in Busy.
Step 5: Enter other details and click on Test Account Settings to send a test mail then save."
How do I connect my Busy with email to sending bills via email?,"To connect Busy with email to sending bills, you need to follow these steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Choose Email Configuration and selec Send Directly.
Step 3: If you use Gmail, type smtp.gmail.com as the SMTP server and your Gmail id as the username.
Step 4: Generate an App password by right-clicking on the Gmail id Logo and clicking on Manage your Google Account.
Step 5: Click on Security then Two-step verification then App password and enter Busy as the app name and generate.
Step 6: Copy and paste the password in Busy and fill in other details like From, Reply to, etc.
Step 7: Click on Test Account Settings to make sure you can send a test mail successfully.
Step 8: Now you can email bill and reports from Busy."
How do I consolidate multiple RCM expenses on a daily or monthly basis in Busy?.,"To consolidate multiple RCM expenses on a daily or monthly basis in Busy, you can follow these simple steps: 
Step 1: Go to transaction section then click on GST miscellaneous utility.
Step 2: Choose check/post consolidated RCM payable then click on daily basis or monthly basic option.
Step 3: Specify the date range in case of daily basis and months in case of monthly bases then open the report.
Step 4: Now, Press F4 shortcut key and post consolidate rcm entry."
How do I convert a delivery note to an invoice in Busy?,"To convert a delivery note into an invoice in Busy, you need to follow these steps:
Step 1: Open your company, then go to Transaction menu.
Step 2: Select Sales and click on Add.
Step 3: Pick the Type as Against Challan and select Party. The Party name should same as in the delivery note.
Step 4: Press F11 in the item row and a window of pending challan will appear.
Step 5: Select your challan by click on the check box and press Ok.
Step 6: All the details of delivery note will picked in the sales voucher you just need to save it after checking all the details."
How do I convert non-GST raw materials into GST when selling the final product?,"To calculate the GST on non gst item at sales posting, follow these steps:
Step 1: Go to transaction section then click on sales voucher type
Step 2: Choose the add option then create the invoice by specifying all the necessary details such as date, Voucher number, Party Name, Item, select multi rate sales type etc.
Step 3: Next, Apply tax at bill sundry and save the invoice."
How do I correct a mistake in a transaction that has already been recorded?,"To modify or correct the transaction in busy, follow these steps:
Step 1: Go to administration section then click on transaction option
Step 2: Now, choose the required voucher type then select the modify option.
Step 3: After access the invoice in modify mode, update the required details and save the invoice."
How do I correct a wrong entry or amount entered in a voucher?,"If you want to correct the wrong entry and amount entered in voucher in BUSY, you can follow these steps:
 Step 1: Open BUSY and select the company you want to work with. Then, go to the Transactions tab and choose the type of voucher that you want to add or edit, such as sale, purchase, etc.
 Step 2: After selecting voucher type click on Modify and select the voucher no. that you want to change. You can make any changes that you want and then click on Save again.
 Step 3: You can also open that voucher from the list of vouchers."
How do I correct a wrong date or amount on an existing entry? What is the modification process?,"To modify the entry , you need to follow:
Step 1 : CLick on transactions
Step 2 : Select voucher type
Step 3 : CLick on modify
Step 4 : Open the voucher by entering details
Step 5 : Now made the changes you need and save."
How do I correct a wrong entry or transaction? What is the process?,"To rectify the worng entry, please follow the troubleshoot steps mentioned below. 
Step 1: Check the list of transaction which required to be corrected, to view the list of transaction, go in transaction, select voucher type and select list.
Step 2: Open the list and select the trasaction and make changes then save the transactions."
How do I correct a wrong payment entry made to a vendor in Busy,"To correct or modify payment entry, follow the below steps:
Step 1: Go to transaction menu then select payment voucher.
Step 2: Now, choose modify then open the invoice in modify mode.
Step 3: Next, correct the entry as per requirement then save the voucher."
How do I correct an incorrect or duplicate entry that was posted?,"If you want to correct your incorrect or duplicate entry, follow these steps:
Step 1: Go to the Transaction Menu, then select the Voucher Type and open the voucher. You can open it from any report, then modify it.
Step 2: If you find a duplicate voucher, you can delete it by pressing F8."
How do I correct an error in a voucher that has already been posted?,"Please follow steps for correction in already entered voucher in Busy:- 
Step 1:- Transaction Tab,
Step 2:- Select voucher type such as sale, purchase, sale return, purchase return, etc
Step 3:- Modify, enter the voucher details like date and voucher no. voucher will open and you can made necessary correction then save the changes"
How do I correct an invalid data error while sending emails?,"If you are getting error while sending email from Busy, you need to check these troubleshooting steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Select Email Configuration and ensure all details entered is correct.
Step 3: Click on Test Account Settings and check if the test mail is sending.
Step 4: Check the internet is connected properly.
Step 5: Check your antivirus setting and make sure Busy is not block from the acess of internet.
These are some common troubleshooting steps, further more depends on the error message."
How do I correct an invoice that was sent out with the wrong amounts? What is the process for editing a sent invoice?,"If you wants to correct or modify invoice in busy,follow these steps and again send it
 Step 1: Go Transaction and select the voucher type that want to modify 
 Step 2: Click on Modify option and then voucher will be appeared 
 Step 3: Now check required details,like voucher number,sale type,billing party and other item entries with correct amount including gst amount also and then save the changes 
 Note:-there is a shortcut key to modify Master during voucher entry that is 'ALT+M' and also take backup before making any changes and modify only if invoice is not uplaoded on government portal"
How do I correct an invoice when wrong material centre was selected?,"To correct an invoice when wrong material centre was selected then follow the given steps:
 
 Step 1: Go to transaction menu 
 Step 2: Click on voucher option 
 Step 3: Then click on list option 
 Step 4: Then open voucher in modify mode and select correct Material centre 
 Step 5: Then click on save button to save the voucher"
How do I correct Busy entry date,"Open the required entry in Modify mode and change the correct Voucher Date.
Pls Follow the Below Steps :
Step 1: Transactions
Step 2: Selet Required Voucher Type
Step 3: Modify"
How do I correct errors and change account groups for transactions in Busy?,"If you want to change group of an account, you can follow these steps:
Step 1: Open BUSY and select the company you want to work with. Then, go to the Administration tab and click on Masters.
Step 2: Select Account and click on Modify. Choose the account for which you want to change group.
Step 3: Select the Account Group from the dropdown list and save changes.
Make sure to take latest backup of your data before make any changes."
How do I correct errors in sales or purchase entries in BUSY?,"To correct errors in sales or purchase entries in BUSY, you can follow these steps:
 
 Step 1: Go to transcation menu and select sale or purchase voucher from it.
 Step 2: From sale or purchase voucher select modify option then modify sale or purchase window will open.
 Step 3: Identify the error in the entry, such as incorrect amount, wrong party details, or incorrect tax information.
 Step 4: Make the necessary changes to the entry to correct the error.
 Step 5: Click on save button to save the modified entry.
 Step 6: Verify that the correction has been made accurately.
 Step 7: If needed, repeat the process for any other entries with errors.
 
 By following these steps, you can correct errors in sales or purchase entries in Busy."
How do I correct errors in my shipping address details?,"To correct the shipping address details in sales invoice, follow these steps:
 Step 1: Go to transaction section then select sales voucher type.
 Step 2: Click on Modify option and access the invoice in access in modify mode.
 Step 3: Billing/shipping details window will appear before saving the invoice. You can update the corect shipping details and save the invoice."
How do I correct errors in transactions in Busy,"To correct mistakes in a transaction, you can follow these steps:
Step 1: Go to Transactions and choose the voucher type that you want to correct.
Step 2: Click on Modify and enter your voucher number. Open the voucher and make the necessary corrections. Save your changes.
Step 3: If you do not know the voucher number, you can open the voucher from the list of vouchers and make the corrections."
How do I correct incorrect entries or transactions in Busy?,"To correct incorrect entries or transactions in Busy, you can follow these steps:
Step 1: Open your company, then go to the Transactions tab and choose the type of voucher that you want to edit, such as sale, purchase, etc.
Step 2: Click on Modify and select the voucher no. that you want to change.
Step 3: You can make any changes that you want and then click on Save again.
Step 4: You can also open that voucher from the list of vouchers.
Note: Take backup of your data before making any changes."
How do I correct issues with duplicate or invalid voucher numbers in BUSY?,"To avoid blank voucher number if numbering is manual, you need to follow these steps: 
Step 1: Go to Administration and click on configuration.
Step 2: Select Voucher Series Configuration and the choose the voucher type such as Sales, Purchase, etc.
Step 3: Select the voucher series and click on voucher numbering.
Step 4: Choose the numbering type as manual then select don't allow in blank voucher number field and save."
How do I correct mistakes made while entering payment transactions?,"To correct mistakes made while entering transactions you can follow the steps. 
 Step 1. Open Busy Software 
 Step 2. Open company 
 Step 3. Go to transaction menu click 
 Step 4. Select that voucher type which you want to modify e.g. if you want to modify sales then click on sales voucher 
 Step 5. Click on modify 
 Step 6. Then you can edit the mistakes to correct it. 
 Step 7. Then save the voucher."
How do I correct old accounting voucher which is made in journal voucher type?,"To fix an old mistake in your BUSY records, you can do the following Steps:
Step 1: First identify the vouchers which contains errors.
Step 2: Open the voucher from the Transaction menu or from the related Account ledger.
Step 3: Make the correction and save the voucher.
Step 4: Check your accounting records again to see if the mistake is fixed."
How do I correct mistakes or change entries in Busy,"If you want to correct mistakes or edit entries in BUSY, you can follow these steps:
Step 1: Open BUSY and select the company you want to work with. Then, go to the Transactions tab and choose the type of voucher that you want to add or edit, such as sale, purchase, etc.
Step 2: Click on Modify and select the voucher no. that you want to change. You can make any changes that you want and then click on Save again.
You can also open that voucher from the voucher list."
How do I correct or delete an invoice that was created incorrectly in Busy,"Please follow below mention steps for deletion of invoice:-
Step 1:- Transaction Tab
Step 2:- Select voucher such as Sale, Purchase, Payment, Receipt, etc.
Step 3:- Modify, Select voucher by entering voucher no. in modification 
Step 4:- Open voucher on the top side option show delete or you can press shortcut key F8 for deletion of voucher. 
Note:- We recommend you take a print first before deleting voucher and enter the reason of deletion on printed voucher"
How do I correct or delete wrong reconciliation entries made in Busy,"To correct or delete wrong reconciliation entries made in Busy, you can follow these steps:
Step 1: Open Busy and navigate to the Display and then Bank Reconciliation menu.
Step 2: Enable the Show Cleared Entry Option for visibility.
Step 3: When encountering an entry that needs reversal in reconciliation, press the F4 key to mark it as uncleared."
How do I correct the customer billing address on an invoice in BUSY,"You can update the correct billing address of any customer in BUSY
 Please follow the given steps
 Step 1 Go on administration menu
 Step 2 Click on accounts then modify
 Step 3 Select here customer name and open the master
 Step 4 Modify the address here and do save"
How do I correct the date if I enter it wrongly while creating a voucher?What is the process to cancel an e-way bill in Busy?,"You can edit the date if it is wrong while creating a voucher in Busy. To cancel an e way bill in Busy, you can follow these steps:
Step 1: Open that voucher which e way bill you want to cancel.
Step 2: Click on cancel button located on top right corner or press ALT+X.
Step 3: Set Y on cancel E way bill on Govt portal and mention reason and remarks and ok."
How do I correct the invoice number and date in receipt voucher?,"To correct or modify receipt entry, follow the below steps:
Step 1: Go to transaction menu then select receipt voucher.
Step 2: Now, choose modify then open the invoice in modify mode.
Step 3: Next, correct the entry as per requirement then save the voucher."
How do I correct the number of present days of employees in salary voucher?,"To correct the number of present days of employees in salary voucher, follow the below steps:
 Step 1: Click on Transactions then select Salary Calculation voucher.
 Step 2: Choose Modify option then open the salary voucher in modify mode.
 Step 3: Next, update the correct number of present days of employees then save the voucher."
How do I correct wrong entries made while recording payments?,"To correct wrong payments enteries in Busy, you can follow these steps:
Step 1: Open your company, then go to the Transactions tab and select Payment.
Step 2: Click on Modify and select the voucher no. that you want to change.
Step 3: Make necessary changes and save again.
Step 4: You can also open that voucher from the list of vouchers or from related ledger.
Note: Take backup of your data before making any changes."
How do I correct wrong entries posted in Busy by mistake?,"To correct wrong entries posted in Busy by mistake, you can follow these steps:
 Step 1: Go to the Transaction menu and choose the voucher type that you want to modify, such as Sales, Purchase, etc.
 Step 2: Click on Modify and open the voucher that you want to change or remove.
 Step 3: Make the necessary changes and save them again.
 You can also open that invoice from the list of voucher or from the related ledger."
How do I correct wrong or negative amounts entered in bills in BUSY?,"To correct wrong or negative amount in bills in Busy, you can follow these steps:
 Step 1: Go to the Transaction menu and choose the voucher type that you want to modify or delete, such as Sales, Purchase, etc.
 Step 2: Click on Modify and open the voucher that you want to change or remove.
 Step 3: Make the necessary changes and save them again.
 You can also open that invoice from the list of voucher or from the related ledger."
Can I have multiple GSP IDs configured in Busy as backup?","To restrict voucher saving without full settlement amount, follow these steps to configure it:
Step 1: Go to Administration and click on configuration.
Step 2: Select Voucher Series Configuration and the choose the voucher type such as Sales, Purchase, etc.
Step 3: Select the voucher series and click on voucher configuration.
Step 4: Here, click on the configure tab next to the enable settlement details feature and set Y on enforce full adjustment of amount then save."
How do I correctly record of payments to hospitals in BUSY?,"You have to create the account master by hospital charges name under Indirect expense and can pass the payment voucher in BUSY. 
 Step 1: Click on Administration
 Step 2: Then Masters
 Step 3: Then Account
 Step 4: Then Add, Here mention the Hospital charges as name under Indirect expenses group.
 Step 5: Click on Transaction
 Step 6: Then Payment
 Step 7: Then Add 
 DEBIT the account master of hospital charges name and CREDIT the cash or bank account."
How do I transfer amount from one ledger to another ledger in Busy?,"If you want to transfer amount from one ledger to another account, you can add the journal voucher. To add a journal voucher, follow these steps:
Step 1: Go to the Transaction Menu, then click on Journal.
Step 2: Click on Add, then specify the voucher number, date, gst nature in header part.
Step 3: Now, Post the accounting entry for transferring amount from one account to another then save the voucher."
How do I create a bill for a purchase in BUSY?,"To create a purchase bill in Busy, you need to follow these steps:
Step 1: Open your company and go to Transaction menu.
Step 2: Select Purchase and click on Add.
Step 3: Enter all the necessary details such as Date, Vch No., Party, Item, etc and save.
Step 4: You can also print the purchase bill after saving it."
How do I create a bill from multiple quotations in Busy?,"To create a sales bill from multiple quotations, you can follow these steps:
Step 1: Go to the Transaction menu and select Sales.
Step 2: Click on Add and enter the necessary details, such as Date, Voucher No., Party name, etc. Make sure the Party name is the same as in the quotations.
Step 3: On the item row, press F11 to see a window that shows you the pending quotation list. You can select the quotations that you want to adjust in the sales bill.
Step 4: After selecting the quotations, the item details, such as quantity and price, will be automatically filled. You can now save the bill."
How do I create a credit note?,"To create a credit note, please follow these steps:
Step 1 : Click on transactions
Step 2 : Then select credit note
Step 3 : Click on add
Step 4 : Add details and save voucher"
How do I create a credit note in Busy without items?,"To create a credit note without items in Busy, you need to follow these steps:
Step 1: Open your company then go to Transactions.
Step 2: Select Cr. Note (w/o Items) and click on Add.
Step 3: Enter all the necessary details such as Date, Vch No., GST Nature, etc and save the transaction."
